Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,2/18/1983,049,0.05,F,0.31, ,228, ,8.8, ,64.5, ,39.8, ,53.4, ,75, ,53, ,64, ,41.3, ,8.9, ,214.5, ,53.0, 
6,Davis,Sacramento Valley,2/19/1983,050,0.06,F,0.00, ,312, ,7.7, ,60.5, ,36.0, ,47.2, ,77, ,56, ,70, ,37.8, ,5.7, ,137.7, ,51.7, 
6,Davis,Sacramento Valley,2/20/1983,051,0.05,F,0.00, ,289, ,8.3, ,71.8, ,34.7, ,48.9, ,93, ,45, ,71, ,39.8, ,2.7,H,65.5, ,51.2, 
6,Davis,Sacramento Valley,2/21/1983,052,0.04,F,0.00, ,232, ,9.5, ,66.2, ,40.6, ,52.5, ,81, ,58, ,71, ,43.2, ,2.9, ,69.4, ,52.1, 
6,Davis,Sacramento Valley,2/22/1983,053,0.01,F,0.00, ,292, ,10.0, ,71.2, ,47.0, ,55.3, ,75, ,48, ,67, ,44.5, ,6.0, ,143.9, ,53.1, 
6,Davis,Sacramento Valley,2/23/1983,054,0.01,F,0.43, ,68, ,9.7, ,58.0, ,46.2, ,51.6, ,80, ,59, ,75, ,43.8, ,4.4, ,104.8, ,53.6, 
6,Davis,Sacramento Valley,2/24/1983,055,0.01,F,0.00, ,319, ,8.8, ,68.5, ,45.5, ,52.5, ,85, ,49, ,65, ,41.1, ,4.1, ,99.3, ,53.7, 
6,Davis,Sacramento Valley,2/25/1983,056,-0.01,F,1.69, ,20, ,8.1, ,49.5, ,45.2, ,47.3, ,77, ,58, ,73, ,39.1, ,10.5, ,252.3, ,52.4, 
6,Davis,Sacramento Valley,2/26/1983,057,0.01,F,0.43, ,143, ,8.4, ,60.8, ,45.1, ,52.3, ,80, ,31, ,63, ,40.0, ,9.0, ,215.4, ,51.6, 
6,Davis,Sacramento Valley,2/27/1983,058,-0.01,F,0.35, ,224, ,8.2, ,59.2, ,47.3, ,53.2, ,76, ,31, ,59, ,39.5, ,11.6, ,278.4, ,52.4, 
6,Davis,Sacramento Valley,2/28/1983,059,-0.02,F,0.75, ,30, ,9.5, ,57.4, ,49.9, ,53.9, ,76, ,45, ,67, ,43.1, ,14.4, ,346.5, ,52.6, 
6,Davis,Sacramento Valley,3/1/1983,060,0.03,F,0.91, ,200, ,7.6, ,60.9, ,51.3, ,55.7, ,74, ,37, ,50, ,37.4, ,10.6, ,255.1, ,53.4, 
6,Davis,Sacramento Valley,3/2/1983,061,0.00,F,0.75, ,96, ,8.2, ,58.2, ,50.7, ,54.1, ,73, ,37, ,57, ,39.3, ,10.5, ,253.1, ,53.7, 
6,Davis,Sacramento Valley,3/3/1983,062,0.02,F,0.55,H,2,H,11.3,H,55.7, ,45.8, ,50.0,H,94,H,33,H,92, ,47.8, ,2.6,H,63.1, ,54.6,H
6,Davis,Sacramento Valley,3/4/1983,063,0.05,F,0.00, ,349, ,11.6, ,69.8, ,43.3, ,53.9, ,96, ,60, ,82, ,48.5, ,4.5, ,108.5, ,54.1, 
6,Davis,Sacramento Valley,3/5/1983,064,0.01,F,0.08, ,151, ,12.1, ,58.4, ,44.6, ,52.1, ,96, ,85, ,91, ,49.6, ,6.1, ,145.9, ,54.3, 
6,Davis,Sacramento Valley,3/6/1983,065,0.01,F,0.43, ,259, ,10.7, ,67.4, ,37.8, ,51.3, ,96, ,60, ,83, ,46.3, ,4.9, ,118.5, ,53.6, 
6,Davis,Sacramento Valley,3/7/1983,066,0.00,F,0.04, ,190, ,13.6, ,63.9, ,50.5, ,56.1, ,94, ,79, ,89, ,52.7, ,6.6, ,158.8, ,54.2, 
6,Davis,Sacramento Valley,3/8/1983,067,0.03,F,0.04,Y,520,R,14.3, ,77.6, ,53.1, ,64.3, ,94, ,53, ,69, ,54.1, ,2.8, ,66.2, ,56.1, 
6,Davis,Sacramento Valley,3/9/1983,068,0.10, ,0.00, ,272, ,14.7, ,69.8, ,51.1, ,59.1, ,93, ,74, ,86, ,54.9, ,5.1, ,122.5, ,56.6, 
6,Davis,Sacramento Valley,3/10/1983,069,0.08, ,0.67, ,215, ,14.2, ,75.2, ,49.9, ,58.1, ,94, ,66, ,86, ,53.9, ,4.9, ,117.8, ,57.0, 
6,Davis,Sacramento Valley,3/11/1983,070,0.14, ,0.00, ,406, ,11.2, ,73.9, ,45.4, ,55.8, ,93, ,49, ,74, ,47.6, ,5.7, ,136.4, ,56.9, 
6,Davis,Sacramento Valley,3/12/1983,071,0.04, ,1.22, ,85, ,13.3, ,58.3, ,50.0, ,54.6, ,93, ,89, ,92, ,52.2, ,8.7, ,209.8, ,56.4, 
6,Davis,Sacramento Valley,3/13/1983,072,0.15, ,0.83, ,370, ,12.8, ,68.5, ,47.9, ,57.7, ,92, ,60, ,79, ,51.1, ,9.4, ,226.4, ,56.8, 
6,Davis,Sacramento Valley,3/14/1983,073,0.13, ,0.04, ,402, ,9.7, ,69.0, ,41.3, ,51.7, ,93, ,45, ,74, ,43.8, ,4.7, ,113.8, ,56.1, 
6,Davis,Sacramento Valley,3/15/1983,074,0.17, ,0.00, ,474, ,8.8, ,62.8, ,39.0, ,49.6, ,94, ,46, ,72, ,41.1, ,7.2, ,172.7, ,54.7, 
6,Davis,Sacramento Valley,3/16/1983,075,0.03, ,0.51, ,115, ,9.9, ,56.1, ,36.9, ,46.9, ,95, ,76, ,90, ,44.2, ,3.7, ,88.9, ,53.1, 
6,Davis,Sacramento Valley,3/17/1983,076,0.06, ,0.08, ,201, ,10.6, ,57.1, ,45.0, ,49.0, ,94, ,82, ,89, ,46.0, ,5.0, ,120.0, ,53.3, 
6,Davis,Sacramento Valley,3/18/1983,077,0.09, ,0.00, ,279, ,9.9, ,60.2, ,39.0, ,48.8, ,95, ,63, ,85, ,44.4, ,3.3,H,78.9, ,53.5, 
6,Davis,Sacramento Valley,3/19/1983,078,0.15, ,0.00, ,443, ,10.2, ,73.9, ,36.1, ,51.5, ,98, ,46, ,79, ,45.1, ,3.3, ,78.9, ,53.3, 
6,Davis,Sacramento Valley,3/20/1983,079,0.04, ,0.55, ,137, ,11.2, ,57.6, ,44.7, ,50.1, ,93, ,82, ,91, ,47.4, ,5.7, ,136.4, ,54.1, 
6,Davis,Sacramento Valley,3/21/1983,080,0.13, ,0.04, ,365, ,10.4, ,64.3, ,44.2, ,50.8, ,94, ,62, ,82, ,45.7, ,6.4, ,152.8, ,54.0, 
6,Davis,Sacramento Valley,3/22/1983,081,0.09, ,0.43, ,251, ,10.4, ,61.7, ,44.2, ,50.3, ,93, ,63, ,84, ,45.5, ,9.3, ,222.2, ,53.5, 
6,Davis,Sacramento Valley,3/23/1983,082,0.05, ,0.47, ,160, ,10.5, ,55.9, ,42.1, ,48.7, ,95, ,80, ,90, ,45.7, ,9.4, ,226.4, ,52.5, 
6,Davis,Sacramento Valley,3/24/1983,083,0.04, ,0.08, ,147, ,9.8, ,53.0, ,35.5, ,46.9, ,96, ,83, ,90, ,44.0, ,7.4, ,178.4, ,51.7, 
6,Davis,Sacramento Valley,3/25/1983,084,0.17, ,0.00, ,497, ,8.7, ,69.0, ,32.2, ,47.9, ,98, ,43, ,76, ,40.8, ,3.8, ,90.5, ,51.7, 
6,Davis,Sacramento Valley,3/26/1983,085,0.10, ,0.24, ,259, ,10.1, ,59.0, ,37.2, ,49.2, ,95, ,67, ,84, ,44.7, ,6.1, ,145.2, ,52.2, 
6,Davis,Sacramento Valley,3/27/1983,086,0.12, ,0.43, ,316, ,11.4, ,63.8, ,44.5, ,52.7, ,93, ,63, ,84, ,47.9, ,7.8, ,186.9, ,53.1, 
6,Davis,Sacramento Valley,3/28/1983,087,0.14, ,0.00, ,380, ,9.6, ,68.8, ,39.2, ,51.5, ,93, ,43, ,74, ,43.6, ,3.6, ,87.4, ,53.7, 
6,Davis,Sacramento Valley,3/29/1983,088,0.11,F,0.00, ,295, ,12.0, ,66.1, ,49.0, ,54.9, ,92, ,66, ,82, ,49.4, ,5.8, ,138.0, ,54.7, 
6,Davis,Sacramento Valley,3/30/1983,089,0.05,F,0.00, ,461, ,13.4, ,71.2, ,46.7, ,57.6, ,93, ,65, ,83, ,52.4, ,8.4, ,200.9, ,55.5, 
6,Davis,Sacramento Valley,3/31/1983,090,0.20, ,0.00, ,548, ,10.3, ,74.2, ,46.6, ,57.7, ,90, ,39, ,64, ,45.4, ,4.8, ,114.8, ,56.9, 
6,Davis,Sacramento Valley,4/1/1983,091,0.21,F,0.00, ,489, ,10.2, ,74.9, ,40.6, ,57.0, ,95, ,40, ,64, ,45.1, ,5.3, ,127.9, ,56.8, 
6,Davis,Sacramento Valley,4/2/1983,092,0.18, ,0.00, ,476, ,8.8, ,72.2, ,41.7, ,54.5, ,91, ,36, ,60, ,41.2, ,5.8, ,138.0, ,57.1, 
6,Davis,Sacramento Valley,4/3/1983,093,0.24,F,0.00, ,563, ,7.0, ,62.2, ,37.4, ,50.6, ,92, ,36, ,56, ,35.4, ,11.9, ,286.7, ,55.5, 
6,Davis,Sacramento Valley,4/4/1983,094,0.29,F,0.00, ,561, ,6.7, ,65.7, ,45.5, ,54.7, ,55, ,36, ,46, ,34.4, ,16.0, ,383.9, ,54.2, 
6,Davis,Sacramento Valley,4/5/1983,095,0.28, ,0.00, ,568, ,6.0, ,68.5, ,39.0, ,54.2, ,76, ,20, ,42, ,31.4, ,10.7, ,257.3, ,54.0, 
6,Davis,Sacramento Valley,4/6/1983,096,0.24, ,0.00, ,577, ,6.7, ,70.4, ,38.6, ,53.9, ,89, ,20, ,47, ,34.3, ,7.0, ,166.8, ,53.9, 
6,Davis,Sacramento Valley,4/7/1983,097,0.22, ,0.00, ,559, ,8.4, ,83.4, ,36.6, ,55.7, ,94, ,17, ,56, ,40.1, ,4.4, ,105.4, ,54.5, 
6,Davis,Sacramento Valley,4/8/1983,098,0.22,F,0.00, ,565, ,11.1, ,69.6, ,39.4, ,54.9, ,95, ,44, ,75, ,47.2, ,8.4, ,201.1, ,55.9, 
6,Davis,Sacramento Valley,4/9/1983,099,0.16, ,0.00, ,414, ,9.6, ,63.0, ,44.2, ,52.3, ,92, ,52, ,72, ,43.5, ,9.0, ,215.9, ,55.7, 
6,Davis,Sacramento Valley,4/10/1983,100,0.16, ,0.00, ,455, ,7.9, ,71.0, ,38.7, ,49.6, ,93, ,37, ,65, ,38.4, ,5.1, ,122.7, ,55.3, 
6,Davis,Sacramento Valley,4/11/1983,101,0.09, ,0.04, ,295, ,8.7, ,66.3, ,38.4, ,46.6, ,95, ,51, ,80, ,40.9, ,4.9, ,118.7, ,54.6, 
6,Davis,Sacramento Valley,4/12/1983,102,0.19, ,0.04,H,494, ,8.2, ,64.1, ,38.7, ,49.7, ,95, ,41, ,67, ,39.4, ,7.0, ,166.9, ,54.3, 
6,Davis,Sacramento Valley,4/13/1983,103,0.24, ,0.00, ,576, ,6.3, ,70.9, ,38.4, ,52.4, ,87, ,20, ,47, ,32.7, ,6.9, ,165.7, ,54.1, 
6,Davis,Sacramento Valley,4/14/1983,104,0.21, ,0.00, ,563, ,7.5, ,76.3, ,32.8, ,51.5, ,96, ,22, ,58, ,37.2, ,4.0, ,97.1, ,54.6, 
6,Davis,Sacramento Valley,4/15/1983,105,0.21, ,0.00, ,532, ,8.8, ,74.9, ,38.2, ,56.1, ,94, ,31, ,57, ,41.3, ,4.9, ,117.8, ,55.7, 
6,Davis,Sacramento Valley,4/16/1983,106,0.19, ,0.00, ,415, ,9.4, ,79.1, ,46.5, ,60.6, ,82, ,27, ,52, ,42.9, ,6.1, ,145.5, ,57.1, 
6,Davis,Sacramento Valley,4/17/1983,107,0.15, ,0.00, ,330, ,10.1, ,74.0, ,47.7, ,58.5, ,89, ,40, ,60, ,44.7, ,6.1, ,146.5, ,57.0, 
6,Davis,Sacramento Valley,4/18/1983,108,0.12,F,0.00, ,295, ,12.7, ,69.4, ,48.6, ,57.0, ,92, ,63, ,80, ,51.0, ,7.4, ,178.5, ,56.7, 
6,Davis,Sacramento Valley,4/19/1983,109,0.09,F,0.12, ,334, ,13.4, ,75.4, ,48.5, ,58.6, ,92, ,53, ,80, ,52.4, ,4.3, ,104.2, ,59.5, 
6,Davis,Sacramento Valley,4/20/1983,110,0.12,F,0.00, ,558, ,12.4, ,75.6, ,48.7, ,59.7, ,93, ,43, ,71, ,50.3, ,5.0, ,120.6, ,62.1, 
6,Davis,Sacramento Valley,4/21/1983,111,0.12,F,0.00, ,578, ,11.5, ,74.9, ,43.5, ,56.8, ,94, ,53, ,73, ,48.2, ,7.9, ,188.6, ,61.4, 
6,Davis,Sacramento Valley,4/22/1983,112,0.15, ,0.00, ,337, ,10.4, ,63.5, ,48.2, ,55.1, ,87, ,54, ,71, ,45.7, ,8.2, ,197.1, ,59.8, 
6,Davis,Sacramento Valley,4/23/1983,113,0.06, ,0.67,H,167,H,11.0,H,59.6, ,45.7, ,52.1,H,93,H,68,H,83, ,47.2, ,7.2,H,172.6, ,58.3,H
6,Davis,Sacramento Valley,4/24/1983,114,0.07,F,0.28, ,389, ,10.6, ,62.6, ,42.7, ,50.7, ,93, ,61, ,84, ,46.1, ,9.7, ,233.0, ,56.9, 
6,Davis,Sacramento Valley,4/25/1983,115,0.21, ,0.00, ,582, ,9.6, ,71.3, ,40.3, ,53.9, ,94, ,40, ,68, ,43.6, ,4.3, ,102.6, ,57.8, 
6,Davis,Sacramento Valley,4/26/1983,116,0.18,F,0.00, ,483, ,9.5, ,68.5, ,41.0, ,53.8, ,94, ,39, ,67, ,43.2, ,3.9, ,93.3, ,58.9, 
6,Davis,Sacramento Valley,4/27/1983,117,0.05, ,0.75, ,144, ,12.2, ,59.7, ,48.1, ,52.9, ,92, ,84, ,90, ,49.9, ,5.2, ,125.3, ,58.4, 
6,Davis,Sacramento Valley,4/28/1983,118,0.11,F,0.51, ,319, ,13.1, ,67.3, ,52.3, ,56.2, ,92, ,73, ,85, ,51.8, ,7.7, ,185.4, ,58.5, 
6,Davis,Sacramento Valley,4/29/1983,119,0.09, ,0.47, ,254, ,12.4, ,67.9, ,49.6, ,54.1, ,92, ,73, ,87, ,50.2, ,4.4, ,106.6, ,59.1, 
6,Davis,Sacramento Valley,4/30/1983,120,0.13,F,0.20, ,369, ,11.9, ,66.3, ,47.2, ,54.5, ,92, ,54, ,82, ,49.1, ,5.9, ,140.9, ,59.1, 
6,Davis,Sacramento Valley,5/1/1983,121,0.18, ,0.00, ,449, ,12.2, ,73.1, ,45.4, ,56.9, ,93, ,53, ,77, ,49.7, ,3.8, ,92.1, ,59.9, 
6,Davis,Sacramento Valley,5/2/1983,122,0.20,F,0.00, ,532, ,12.0, ,76.2, ,42.9, ,56.7, ,96, ,47, ,76, ,49.3, ,4.1,H,97.6, ,61.1, 
6,Davis,Sacramento Valley,5/3/1983,123,0.22,F,0.00, ,600, ,12.1, ,79.8, ,45.2, ,59.5, ,93, ,40, ,70, ,49.7, ,4.5, ,109.1, ,62.2, 
6,Davis,Sacramento Valley,5/4/1983,124,0.20,F,0.04, ,478, ,10.6, ,68.0, ,49.1, ,55.7, ,88, ,49, ,70, ,46.0, ,8.4, ,201.2, ,62.0, 
6,Davis,Sacramento Valley,5/5/1983,125,0.10, ,0.24, ,275, ,11.5, ,60.8, ,43.6, ,52.8, ,91, ,67, ,84, ,48.2, ,7.3, ,174.7, ,60.1, 
6,Davis,Sacramento Valley,5/6/1983,126,0.24,F,0.04,H,275,H,10.6,H,60.8, ,43.6, ,52.8,H,94,H,32,H,78, ,46.0, ,8.4,H,201.2, ,60.1,H
6,Davis,Sacramento Valley,5/7/1983,127,0.26,F,0.00, ,640, ,9.5, ,78.4, ,42.7, ,58.6, ,91, ,28, ,57, ,43.3, ,5.1, ,121.7, ,61.3, 
6,Davis,Sacramento Valley,5/8/1983,128,0.26,F,0.00, ,595, ,7.9, ,71.8, ,41.0, ,55.9, ,93, ,31, ,52, ,38.5, ,6.8, ,162.6, ,61.2, 
6,Davis,Sacramento Valley,5/9/1983,129,0.24,F,0.00, ,677, ,5.8, ,71.2, ,41.5, ,56.9, ,72, ,15, ,37, ,30.9, ,11.4, ,274.6, ,59.9, 
6,Davis,Sacramento Valley,5/10/1983,130,0.29,F,0.00, ,670, ,6.1, ,72.3, ,45.0, ,59.2, ,86, ,19, ,35, ,31.9, ,13.8,H,330.2, ,59.4, 
6,Davis,Sacramento Valley,5/11/1983,131,0.35,F,0.00, ,664, ,7.1, ,79.0, ,49.4, ,63.0, ,85, ,13, ,36, ,35.6, ,9.9, ,237.7, ,59.8, 
6,Davis,Sacramento Valley,5/12/1983,132,0.23, ,0.00, ,548, ,11.6, ,87.0, ,45.5, ,60.4, ,92, ,32, ,65, ,48.5, ,5.8, ,138.9, ,,S
6,Davis,Sacramento Valley,5/13/1983,133,0.28, ,0.00, ,646, ,11.5, ,83.7, ,45.3, ,63.4, ,93, ,17, ,58, ,48.2, ,5.1, ,122.0, ,,S
6,Davis,Sacramento Valley,5/14/1983,134,0.28,F,0.00, ,654, ,12.1, ,91.3, ,45.1, ,65.8, ,94, ,22, ,56, ,49.6, ,5.0, ,119.9, ,,S
6,Davis,Sacramento Valley,5/15/1983,135,0.27,F,0.00, ,672, ,11.9, ,85.0, ,52.1, ,66.8, ,90, ,24, ,53, ,49.2, ,5.9, ,142.7, ,,S
6,Davis,Sacramento Valley,5/16/1983,136,0.28,F,0.00, ,692, ,6.4, ,81.2, ,55.1, ,67.0, ,50, ,13, ,28, ,33.2, ,13.9, ,333.5, ,,S
6,Davis,Sacramento Valley,5/17/1983,137,0.28,F,0.00, ,682, ,6.9, ,86.8, ,55.7, ,69.8, ,54, ,12, ,28, ,35.1, ,10.8, ,258.1, ,,S
6,Davis,Sacramento Valley,5/18/1983,138,0.36,F,0.00, ,649, ,9.4, ,89.8, ,51.7, ,71.5, ,65, ,18, ,36, ,43.0, ,6.3, ,150.3, ,,S
6,Davis,Sacramento Valley,5/19/1983,139,0.36,F,0.00, ,686, ,8.4, ,91.2, ,65.9, ,76.7, ,44, ,13, ,27, ,40.1, ,16.0, ,384.9, ,,S
6,Davis,Sacramento Valley,5/20/1983,140,0.34,F,0.00, ,680, ,9.0, ,94.2, ,61.2, ,77.9, ,68, ,12, ,28, ,41.8, ,8.5, ,204.1, ,,S
6,Davis,Sacramento Valley,5/21/1983,141,0.36,F,0.00, ,676, ,14.4, ,94.2, ,55.7, ,72.9, ,88, ,28, ,52, ,54.2, ,5.2, ,124.7, ,,S
6,Davis,Sacramento Valley,5/22/1983,142,0.25,F,0.00, ,683, ,14.0, ,95.7, ,50.5, ,70.2, ,91, ,27, ,55, ,53.5, ,4.8, ,114.1, ,,S
6,Davis,Sacramento Valley,5/23/1983,143,0.32,F,0.00, ,685, ,12.9, ,94.6, ,48.2, ,69.2, ,92, ,25, ,53, ,51.3, ,4.8, ,115.3, ,,S
6,Davis,Sacramento Valley,5/24/1983,144,0.25,F,0.00, ,677, ,14.0, ,95.1, ,50.8, ,70.2, ,92, ,27, ,56, ,53.6, ,5.6, ,133.4, ,,S
6,Davis,Sacramento Valley,5/25/1983,145,0.28,F,0.00, ,673, ,14.6, ,95.9, ,52.1, ,71.4, ,91, ,30, ,55, ,54.6, ,5.5, ,131.9, ,,S
6,Davis,Sacramento Valley,5/26/1983,146,0.32,F,0.00, ,663, ,13.7, ,102.6, ,48.5, ,72.1, ,93, ,20, ,51, ,52.9, ,4.4, ,105.6, ,,S
6,Davis,Sacramento Valley,5/27/1983,147,0.32,F,0.00,H,665,H,13.5,H,100.6, ,51.0, ,73.0,H,90,H,17,H,49, ,52.6, ,4.6,H,111.0, ,,S
6,Davis,Sacramento Valley,5/28/1983,148,0.31,F,0.00, ,484, ,13.9, ,87.0, ,54.8, ,67.3, ,87, ,40, ,61, ,53.4, ,7.1, ,170.0, ,,S
6,Davis,Sacramento Valley,5/29/1983,149,0.33,F,0.00, ,681, ,12.7, ,86.2, ,50.8, ,66.4, ,89, ,32, ,57, ,50.8, ,6.3, ,151.5, ,,S
6,Davis,Sacramento Valley,5/30/1983,150,0.33,F,0.00, ,666, ,13.9, ,85.7, ,50.5, ,67.4, ,91, ,37, ,61, ,53.3, ,7.9, ,190.1, ,,S
6,Davis,Sacramento Valley,5/31/1983,151,0.26,F,0.00,H,284,H,13.1,H,79.1, ,56.8, ,66.1,H,91,H,40,H,60, ,51.8, ,11.4,H,272.4, ,,S
6,Davis,Sacramento Valley,6/1/1983,152,0.21, ,0.00, ,486, ,13.8, ,77.6, ,54.5, ,63.2, ,88, ,47, ,69, ,53.1, ,8.5, ,204.3, ,,S
6,Davis,Sacramento Valley,6/2/1983,153,0.25, ,0.00, ,645, ,13.1, ,84.5, ,52.6, ,64.9, ,90, ,39, ,63, ,51.8, ,7.1, ,169.2, ,,S
6,Davis,Sacramento Valley,6/3/1983,154,0.28, ,0.00, ,628, ,14.0, ,86.6, ,54.2, ,68.5, ,89, ,37, ,59, ,53.5, ,6.1, ,145.7, ,,S
6,Davis,Sacramento Valley,6/4/1983,155,0.30, ,0.00, ,677, ,13.2, ,92.2, ,53.7, ,73.1, ,90, ,11, ,47, ,52.0, ,5.4, ,128.5, ,,S
6,Davis,Sacramento Valley,6/5/1983,156,0.42, ,0.00, ,702, ,9.7, ,96.0, ,58.0, ,78.0, ,86, ,10, ,30, ,43.7, ,9.3, ,224.3, ,,S
6,Davis,Sacramento Valley,6/6/1983,157,0.34, ,0.00, ,651, ,10.1, ,101.7, ,64.5, ,80.6, ,54, ,10, ,28, ,44.8, ,6.3, ,150.1, ,,S
6,Davis,Sacramento Valley,6/7/1983,158,0.34, ,0.00,H,677,H,12.7,H,100.0, ,61.0, ,77.9,H,82,H,15,H,39, ,50.8, ,6.1,H,146.2, ,,S
6,Davis,Sacramento Valley,6/8/1983,159,0.29, ,0.00, ,666, ,14.1, ,86.2, ,56.5, ,69.4, ,85, ,35, ,57, ,53.6, ,8.3, ,199.4, ,,S
6,Davis,Sacramento Valley,6/9/1983,160,0.29, ,0.00, ,681, ,14.1, ,89.0, ,53.6, ,69.2, ,90, ,32, ,58, ,53.7, ,6.6, ,158.0, ,31.1,H
6,Davis,Sacramento Valley,6/10/1983,161,0.23, ,0.08, ,507, ,14.1, ,88.7, ,54.5, ,67.1, ,90, ,24, ,62, ,53.8, ,6.5, ,156.5, ,72.0, 
6,Davis,Sacramento Valley,6/11/1983,162,0.23,F,0.00,H,670,H,12.2,H,85.9, ,51.3, ,66.2,H,90,H,42,H,56, ,49.8, ,6.0,H,144.4, ,71.7,H
6,Davis,Sacramento Valley,6/12/1983,163,0.33, ,0.00, ,715, ,9.4, ,90.9, ,49.5, ,70.7, ,91, ,11, ,37, ,42.9, ,6.8, ,163.4, ,71.6, 
6,Davis,Sacramento Valley,6/13/1983,164,0.34, ,0.00, ,712, ,8.9, ,102.4, ,55.7, ,77.2, ,79, ,9, ,28, ,41.6, ,5.7, ,137.0, ,73.5, 
6,Davis,Sacramento Valley,6/14/1983,165,0.35, ,0.00, ,668, ,10.4, ,93.6, ,55.3, ,72.3, ,87, ,10, ,38, ,45.5, ,8.2, ,197.5, ,73.5, 
6,Davis,Sacramento Valley,6/15/1983,166,0.32, ,0.00, ,693, ,11.0, ,93.3, ,53.7, ,72.6, ,89, ,11, ,40, ,47.1, ,6.3, ,150.5, ,75.2, 
6,Davis,Sacramento Valley,6/16/1983,167,0.36, ,0.00, ,691, ,10.5, ,103.0, ,58.0, ,78.3, ,79, ,10, ,32, ,45.7, ,6.6, ,158.3, ,76.4, 
6,Davis,Sacramento Valley,6/17/1983,168,0.36, ,0.00, ,709, ,11.7, ,87.6, ,53.7, ,70.2, ,87, ,16, ,46, ,48.7, ,9.9, ,237.6, ,74.5, 
6,Davis,Sacramento Valley,6/18/1983,169,0.32, ,0.00, ,713, ,8.7, ,90.9, ,50.5, ,68.5, ,84, ,11, ,37, ,40.8, ,6.9, ,165.3, ,73.0, 
6,Davis,Sacramento Valley,6/19/1983,170,0.38, ,0.00, ,712, ,7.9, ,89.0, ,55.1, ,72.2, ,75, ,10, ,29, ,38.5, ,8.5, ,204.6, ,72.6, 
6,Davis,Sacramento Valley,6/20/1983,171,0.33, ,0.28, ,666, ,9.6, ,93.8, ,55.1, ,71.7, ,73, ,12, ,36, ,43.6, ,6.8, ,163.7, ,73.2, 
6,Davis,Sacramento Valley,6/21/1983,172,0.33, ,0.00, ,678, ,10.4, ,96.4, ,54.2, ,73.0, ,87, ,13, ,38, ,45.7, ,6.1, ,146.6, ,74.7, 
6,Davis,Sacramento Valley,6/22/1983,173,0.35, ,0.00, ,685, ,11.3, ,90.0, ,55.5, ,72.2, ,87, ,14, ,42, ,47.8, ,7.8, ,187.3, ,74.6, 
6,Davis,Sacramento Valley,6/23/1983,174,0.32, ,0.00, ,691, ,11.0, ,87.4, ,54.1, ,68.3, ,88, ,16, ,46, ,47.0, ,9.6, ,231.1, ,72.9, 
6,Davis,Sacramento Valley,6/24/1983,175,0.31, ,0.00, ,709, ,9.7, ,92.6, ,48.3, ,70.2, ,92, ,10, ,39, ,43.8, ,5.9, ,141.2, ,73.1, 
6,Davis,Sacramento Valley,6/25/1983,176,0.32, ,0.00, ,693, ,10.2, ,99.5, ,52.6, ,75.4, ,88, ,10, ,34, ,45.1, ,4.9, ,117.1, ,74.7, 
6,Davis,Sacramento Valley,6/26/1983,177,0.35, ,0.00, ,694, ,11.0, ,95.5, ,56.5, ,73.8, ,87, ,12, ,38, ,47.0, ,7.9, ,189.6, ,75.2, 
6,Davis,Sacramento Valley,6/27/1983,178,0.29, ,0.00, ,692, ,12.8, ,85.9, ,52.3, ,66.5, ,89, ,33, ,58, ,51.2, ,7.7, ,185.9, ,74.5, 
6,Davis,Sacramento Valley,6/28/1983,179,0.27, ,0.00, ,645, ,13.8, ,89.6, ,53.7, ,68.8, ,91, ,32, ,57, ,53.1, ,6.8, ,164.1, ,74.4, 
6,Davis,Sacramento Valley,6/29/1983,180,0.29, ,0.00, ,662, ,13.3, ,92.2, ,55.0, ,70.7, ,89, ,25, ,52, ,52.1, ,5.9, ,141.5, ,75.0, 
6,Davis,Sacramento Valley,6/30/1983,181,0.30, ,0.00, ,665, ,12.5, ,86.9, ,54.0, ,69.3, ,87, ,29, ,51, ,50.5, ,6.6, ,157.9, ,74.3, 
6,Davis,Sacramento Valley,7/1/1983,182,0.13, ,0.00, ,263, ,15.3, ,74.0, ,57.6, ,65.9, ,89, ,58, ,70, ,55.9, ,9.4, ,225.7, ,71.1, 
6,Davis,Sacramento Valley,7/2/1983,183,0.27, ,0.00, ,684, ,12.8, ,88.4, ,55.5, ,69.2, ,91, ,24, ,52, ,51.1, ,5.9, ,142.5, ,72.8, 
6,Davis,Sacramento Valley,7/3/1983,184,0.34, ,0.00, ,697, ,11.2, ,93.5, ,52.8, ,74.6, ,90, ,11, ,38, ,47.6, ,5.9, ,141.0, ,73.8, 
6,Davis,Sacramento Valley,7/4/1983,185,0.34, ,0.00, ,698, ,11.8, ,105.5, ,58.0, ,81.4, ,86, ,10, ,32, ,48.9, ,4.4, ,105.4, ,75.9, 
6,Davis,Sacramento Valley,7/5/1983,186,0.33, ,0.00, ,695, ,13.6, ,101.0, ,59.2, ,75.3, ,87, ,17, ,45, ,52.7, ,7.7, ,185.7, ,76.3, 
